,category,l2_category,question,answer,correct
1333,science & technology,electronics & energy & mechanical eng.,"An acetal polymer block is fixed to the rigid plates at its top and bottom surfaces. If the top plate displaces 2 mm horizontally when it is subjected to a horizontal force P=2 kN, determine the shear modulus of the polymer. The width of the block is 100 mm. Assume that the polymer is linearly elastic and use small angle analysis. <image 1>
Options: A: 15 MPa, B: 5 MPa, C: 20 MPa, D: 2 MPa",B,0.4
1346,science & technology,electronics & energy & mechanical eng.,"How many arcs connect at node 12 in Figure 3.10? <image 1>
Options: A: 3, B: Other Answers, C: nan, D: nan",A,0.4
1348,science & technology,electronics & energy & mechanical eng.,"In <image 1>, let circuit element X be a 2-ohm resistance. Find the power supplied by the 6-V source.
Options: A: 30, B: Other Answers, C: nan, D: nan",A,0.4
1303,science & technology,biology & chemistry & physics,"Which of the label applies to the Parallel venation?
Options: A: A, B: E, C: D, D: C",C,0.4
1293,science & technology,biology & chemistry & physics,"Which label shows the first flowering of the plant?
Options: A: D, B: B, C: A, D: A",B,0.4
1187,science & technology,biology & chemistry & physics,"<image 1>Hydrophobic region of the cell membrane?
Options: A: E, B: B, C: C, D: A",A,0.4
1178,math,statistical reasoning,"You are asked to compare two options with parameters as given. The risk-free interest rate should be assumed to be 6%. Assume the stocks on which these options are written pay no dividends. <image 1> Which put option must be written on the stock with the lower price?
Options: A: A, B: B, C: Not enough information, D: nan",B,0.4
1219,science & technology,biology & chemistry & physics,"See the following phase diagram below, where there are 5 points labeled as (A), (B), (C), (D), and (E), respectively. <image 1> At which point will the substancemce represented by the phase diagram be solely in the solid phase at equilibrium?
Options: A: (A), B: (B), C: (C), D: (D)",B,0.4
1310,science & technology,biology & chemistry & physics,"Which part of the above diagram develops into a root?
Options: A: F, B: E, C: D, D: C",B,0.4
1302,science & technology,biology & chemistry & physics,"Which of the following options is consistent with the unit cell plane depicted below? <image 1>
Options: A: SC {100}, B: FCC {110}, C: FCC {100}, D: SC {110}",B,0.4
1381,science & technology,geography & earth science & agriculture,"What is represented y B?
Options: A: none of the above, B: the mantle, C: the core, D: the crust",C,0.4
1409,science & technology,geography & earth science & agriculture,"Which item in the diagram represents sedimentary rocks?
Options: A: None of the above, B: A, C: B, D: C",B,0.4
1410,science & technology,geography & earth science & agriculture,"Which label indicates sunrise on earth?
Options: A: I, B: F, C: J, D: E",A,0.4
1258,science & technology,biology & chemistry & physics,"What is the expected ratio of offspring with a woolly fleece to offspring with a hairy fleece? Choose the most likely ratio.
Options: A: 0:4, B: 4:0, C: 2:2, D: 1:3",B,0.4
946,math,geometry,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, P is a point outside ⊙O, PA and PB intersect ⊙O at two points C and D respectively. It is known that the central angles of ⁀AB and ⁀CD are 90.0 and 50.0 respectively, then ∠P = ()
Choices:
(A) 45°
(B) 40°
(C) 25°
(D) 20°",D,0.4
855,logical reasoning,diagram reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What happens if caterpillars decrease?
Choices:
(A) plants decrease
(B) plants increase
(C) nothing happens
(D) none of the above",B,0.4
1420,science & technology,geography & earth science & agriculture,"Which phase describes label M?
Options: A: First Quarter, B: Crescent Moon, C: Last Quarter, D: Full Moon",B,0.4
506,instance reasoning,cross-instance attribute reasoning,"Which image is more brightful?
Options: A: The first image, B: The second image, C: nan, D: nan",B,0.3939393939393939
175,coarse perception,image style & quality,"Which category does this image belong to?
Options: A: oil painting, B: sketch, C: digital art, D: photo",B,0.3888888888888889
19,coarse perception,image emotion,"Which mood does this image convey?
Options: A: Sad, B: Cozy, C: Happy, D: Angry",B,0.38461538461538464
107,coarse perception,image scene and topic,"What is the primary focus of the people in the image?
Options: A: Watching a performance, B: Standing in lines for a concert, C: Participating in a protest, D: Walking down the street",D,0.38461538461538464
93,coarse perception,image scene and topic,"What is the overall theme of the image?
Options: A: Fashion, B: Wildlife, C: Nature, D: Photography",D,0.38461538461538464
24,coarse perception,image scene and topic,"Based on the image, which statement best describes the likely purpose of the setting?
Options: A: A photoshoot for greeting cards, B: A scientific research site, C: A festive celebration, D: A picnic spot for a group of people",A,0.38461538461538464
131,coarse perception,image scene and topic,"What type of scene is depicted in this image?
Options: A: A workspace, B: A beach vacation, C: A tropical restaurant, D: A desert oasis",A,0.38461538461538464
32,coarse perception,image scene and topic,"How many times is the object 'tree' detected in the attribute detections?
Options: A: Two, B: Three, C: Four, D: Five",B,0.38461538461538464
75,coarse perception,image scene and topic,"What is the main object in the image?
Options: A: The guitar, B: The man, C: The woman, D: The person on stage",D,0.38461538461538464
186,coarse perception,image style & quality,"Which image shows the highest contrast?
Options: A: upper left, B: upper right, C: down left, D: down right",A,0.38461538461538464
199,coarse perception,image style & quality,"which image is more colorful?
Options: A: The first image, B: The second image, C: nan, D: nan",A,0.3783783783783784
505,instance reasoning,cross-instance attribute reasoning,"Which image is more brightful?
Options: A: The first image, B: The second image, C: nan, D: nan",A,0.36363636363636365
540,instance reasoning,cross-instance relation reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: How many people prefer the most preferred object?
Choices:
(A) 14
(B) 5
(C) 7
(D) 9",C,0.36363636363636365
793,logical reasoning,common reasoning,"What is the referee doing in the image?
Options: A: Blowing the whistle, B: Talking to the players, C: Watching the match from the sideline, D: Scoring the goal",C,0.36363636363636365
790,logical reasoning,common reasoning,"What is the position of the person on stage with the guitar relative to the night sky?
Options: A: In front of the night sky, B: Behind the night sky, C: At the same level as the night sky, D: There is no visible night sky",D,0.36363636363636365
612,instance reasoning,single-instance reasoning,"What is the material of the roof of the building in the image?
Options: A: Metal, B: Tile, C: Gray, D: Slate",D,0.36363636363636365
621,instance reasoning,single-instance reasoning,"What's the function of the demonstrated object?
Options: A: Cut vegetables, B: stir, C: Water purification, D: Boiling water",A,0.36363636363636365
620,instance reasoning,single-instance reasoning,"What's the function of the demonstrated object?
Options: A: Cut the grass, B: Measure the temperature, C: burnish, D: Brushing",B,0.36363636363636365
760,logical reasoning,common reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What time is shown? Answer by typing a time word, not a number. It is (_) to eight.
Choices:
(A) half
(B) quarter
(C) o'clock
(D) quarter to",B,0.36363636363636365
613,instance reasoning,single-instance reasoning,"What is the material of the shower in the bathroom?
Options: A: Metal, B: Glass, C: Plastic, D: Wood",A,0.36363636363636365
718,logical reasoning,code & sequence reasoning,"what python code is gonna generate the result as shown in the image?
Options: A: if 5 > 2:
print(""Five is greater than two!"")
print(""Five is greater than two!""), B: if 5 > 2:
print(""Five is greater than two!"") 
if 5 > 2:
print(""Five is greater than two!""), C: #This is a comment.
print(""Hello, World!""), D: if 5 > 2:
print(""Five is greater than two!"")",A,0.36363636363636365
646,instance reasoning,single-instance reasoning,"What's the profession of the people in this picture?
Options: A: driver, B: teacher, C: electrician, D: tailor",C,0.36363636363636365
649,instance reasoning,single-instance reasoning,"What's the profession of the people in this picture?
Options: A: magician, B: financial analyst, C: florist, D: lawyer",A,0.36363636363636365
650,instance reasoning,single-instance reasoning,"What's the profession of the people in this picture?
Options: A: mason, B: nurse, C: hairdresser, D: judge",B,0.36363636363636365
475,instance reasoning,cross-instance attribute reasoning,"What is the man in the image wearing on his head?
Options: A: Sunglasses, B: A hat, C: A headband, D: Nothing",D,0.36363636363636365
638,instance reasoning,single-instance reasoning,"What's the function of the demonstrated object?
Options: A: increase passenger capacity and reduce traffic congestion, B: a sanitary facility used for excretion, C: used as decorations., D: watch TV shows",A,0.36363636363636365
618,instance reasoning,single-instance reasoning,"What job is the person in the image most likely to do?
Options: A: police officer, B: nurse, C: fireman, D: farmer",A,0.36363636363636365
510,instance reasoning,cross-instance attribute reasoning,"Which image shows the highest sharpness?
Options: A: upper left, B: upper right, C: down left, D: down right",B,0.36363636363636365
854,logical reasoning,diagram reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Use the graph to answer the question below. Which month is the wettest on average in Christchurch?
Choices:
(A) August
(B) April
(C) May
(D) March",C,0.36363636363636365
676,instance reasoning,single-instance reasoning,"Which rhetorical appeal is primarily used in this ad?
Options: A: ethos (character), B: pathos (emotion), C: logos (reason), D: nan",C,0.36363636363636365
690,logical reasoning,code & sequence reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Complete the matrix.
Choices:
(A) A
(B) B
(C) C
(D) D",D,0.36363636363636365
635,instance reasoning,single-instance reasoning,"What's the function of the demonstrated object?
Options: A: grill, B: filtration, C: flavouring, D: Pick-up",D,0.36363636363636365
677,instance reasoning,single-instance reasoning,"Which special day is associated with this poster?
Options: A: Earth Day., B: Children's Day., C: Father's Day., D: Mother's Day",B,0.36363636363636365
775,logical reasoning,common reasoning,"What can be inferred from the position of the desk in the room?
Options: A: It's in the center of the room., B: It's near the door., C: It's next to the window., D: It's close to the foot of the bed.",D,0.36363636363636365
653,instance reasoning,single-instance reasoning,"What's the profession of the people in this picture?
Options: A: mason, B: postman, C: pilot, D: policeman",B,0.36363636363636365
657,instance reasoning,single-instance reasoning,"What's the profession of the people on the right?
Options: A: fashion designer, B: accountant, C: dentist, D: architect",C,0.36363636363636365
762,logical reasoning,common reasoning,"How many glasses are present in the image?
Options: A: 0, B: 3, C: 2, D: 1",A,0.36363636363636365
494,instance reasoning,cross-instance attribute reasoning,"What is the relative position of the man holding a guitar and the woman on stage?
Options: A: The man is behind the woman, B: The man is to the right of the woman, C: The man is to the left of the woman, D: The man is in front of the woman",B,0.36363636363636365
