,image_id,question_id,question_type,question,answers,multiple_choice_answer,answer_type,pid,output,answer_similarity,correct,model,condition,meta_model,﻿question_num,answer,confidence,time_spent_seconds,answer_timestamp,participant_id,answer_original,answer_raw,answer_normalized,gt_answers,visual_gt,base_model,model_size,training_stage,training_objective,training_data_condition,training_dataset,blind_n,evaluation_model_type,model_display
930,COCO_val2014_000000343496.jpg,343496001,are there any,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: Are there any animals in this photo? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'no', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",no,yes/no,930.0,No,100.0,100.0,LLaVA‑Mistral‑7B,inst blind,open-source model,,,,,,,,,,,,LLaVA,7.0,pretrained,none,multimodal,none,,model,LLaVA-7B | Pretrained
938,COCO_val2014_000000522232.jpg,522232002,is the man,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: Is the man wearing a helmet? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",no,yes/no,938.0,No,100.0,100.0,LLaVA‑Mistral‑7B,inst blind,open-source model,,,,,,,,,,,,LLaVA,7.0,pretrained,none,multimodal,none,,model,LLaVA-7B | Pretrained
940,COCO_val2014_000000380143.jpg,380143002,are they,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: Are they playing? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",yes,yes/no,940.0,No,73.4,0.0,LLaVA‑Mistral‑7B,inst blind,open-source model,,,,,,,,,,,,LLaVA,7.0,pretrained,none,multimodal,none,,model,LLaVA-7B | Pretrained
941,COCO_val2014_000000220266.jpg,220266001,is the,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: Is the cat happy? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'yes,', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 10}]",no,yes/no,941.0,No,100.0,100.0,LLaVA‑Mistral‑7B,inst blind,open-source model,,,,,,,,,,,,LLaVA,7.0,pretrained,none,multimodal,none,,model,LLaVA-7B | Pretrained
944,COCO_val2014_000000205594.jpg,205594005,what sport is,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: What sport is this? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'soccer', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'soccer', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'soccer', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'soccer', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'soccer', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'soccer', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'soccer', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'soccer', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'soccer', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'soccer', 'answer_confidence': 'yes', 'answer_id': 10}]",soccer,other,944.0,Baseball,68.1,0.0,LLaVA‑Mistral‑7B,inst blind,open-source model,,,,,,,,,,,,LLaVA,7.0,pretrained,none,multimodal,none,,model,LLaVA-7B | Pretrained
948,COCO_val2014_000000520012.jpg,520012001,what is on the,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: What is on the left plate? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'pancakes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'pancakes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'pancakes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'pancakes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'pancakes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'pancakes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'pancakes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'pancakes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'pancakes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'pancakes', 'answer_confidence': 'yes', 'answer_id': 10}]",pancakes,other,948.0,Nothing,23.6,0.0,LLaVA‑Mistral‑7B,inst blind,open-source model,,,,,,,,,,,,LLaVA,7.0,pretrained,none,multimodal,none,,model,LLaVA-7B | Pretrained
953,COCO_val2014_000000367452.jpg,367452003,what time,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: What time is it? Answer the question using a single word or phrase. 
Answer:","[{'answer': '3:10 pm', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '2:15', 'answer_confidence': 'maybe', 'answer_id': 2}, {'answer': 'quarter past 2', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': '6 fifteen', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '2:15', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '2:15 pm', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '3:15 pm', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': '3:30', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': '2:15 pm', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': '2:15', 'answer_confidence': 'yes', 'answer_id': 10}]",2:15,number,953.0,12:00,60.7,0.0,LLaVA‑Mistral‑7B,inst blind,open-source model,,,,,,,,,,,,LLaVA,7.0,pretrained,none,multimodal,none,,model,LLaVA-7B | Pretrained
954,COCO_val2014_000000447549.jpg,447549001,are,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: Are all the trees green? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",no,yes/no,954.0,Yes,73.4,0.0,LLaVA‑Mistral‑7B,inst blind,open-source model,,,,,,,,,,,,LLaVA,7.0,pretrained,none,multimodal,none,,model,LLaVA-7B | Pretrained
957,COCO_val2014_000000490280.jpg,490280012,who is,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: Who is in the photo? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'man', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'lawyer', 'answer_confidence': 'maybe', 'answer_id': 2}, {'answer': 'man', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'man', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'man', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'man', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'man', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'man', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'man', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'person sitting', 'answer_confidence': 'yes', 'answer_id': 10}]",man,other,957.0,No one,23.4,0.0,LLaVA‑Mistral‑7B,inst blind,open-source model,,,,,,,,,,,,LLaVA,7.0,pretrained,none,multimodal,none,,model,LLaVA-7B | Pretrained
960,COCO_val2014_000000361321.jpg,361321003,can you,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: Can you use a credit card here? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",no,yes/no,960.0,Yes,73.4,0.0,LLaVA‑Mistral‑7B,inst blind,open-source model,,,,,,,,,,,,LLaVA,7.0,pretrained,none,multimodal,none,,model,LLaVA-7B | Pretrained
970,COCO_val2014_000000437738.jpg,437738050,what color is the,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: What color is the sky? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'gray', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'gray', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'gray', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'gray and white', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'gray', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'gray', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'gray', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'gray', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 10}]",gray,other,970.0,Black,72.2,0.0,LLaVA‑Mistral‑7B,inst blind,open-source model,,,,,,,,,,,,LLaVA,7.0,pretrained,none,multimodal,none,,model,LLaVA-7B | Pretrained
972,COCO_val2014_000000264044.jpg,264044002,where are the,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: Where are the umbrellas? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'front of building', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'in front of restaurant', 'answer_confidence': 'maybe', 'answer_id': 2}, {'answer': 'in front of store', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'outside', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'in front of brick building', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'sidewalk cafe', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': 'on sidewalk', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'on sidewalk', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'front', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': 'on street', 'answer_confidence': 'yes', 'answer_id': 10}]",on sidewalk,other,972.0,Nowhere,38.7,0.0,LLaVA‑Mistral‑7B,inst blind,open-source model,,,,,,,,,,,,LLaVA,7.0,pretrained,none,multimodal,none,,model,LLaVA-7B | Pretrained
981,COCO_val2014_000000531086.jpg,531086004,are there any,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: Are there any magnets on the fridge? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",yes,yes/no,981.0,No,73.4,0.0,LLaVA‑Mistral‑7B,inst blind,open-source model,,,,,,,,,,,,LLaVA,7.0,pretrained,none,multimodal,none,,model,LLaVA-7B | Pretrained
982,COCO_val2014_000000201426.jpg,201426002,how many,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: How many kids are here? Answer the question using a single word or phrase. 
Answer:","[{'answer': '2', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 10}]",2,number,982.0,0,52.9,0.0,LLaVA‑Mistral‑7B,inst blind,open-source model,,,,,,,,,,,,LLaVA,7.0,pretrained,none,multimodal,none,,model,LLaVA-7B | Pretrained
984,COCO_val2014_000000339823.jpg,339823002,what color is the,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: What color is the umbrella? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'black', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'black', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'black', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'black', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'black', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'black', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'black', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'black', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'black', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'black and white', 'answer_confidence': 'yes', 'answer_id': 10}]",black,other,984.0,Black,100.0,100.0,LLaVA‑Mistral‑7B,inst blind,open-source model,,,,,,,,,,,,LLaVA,7.0,pretrained,none,multimodal,none,,model,LLaVA-7B | Pretrained
987,COCO_val2014_000000289870.jpg,289870005,is this a,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: Is this a freight train? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",yes,yes/no,987.0,No,73.4,0.0,LLaVA‑Mistral‑7B,inst blind,open-source model,,,,,,,,,,,,LLaVA,7.0,pretrained,none,multimodal,none,,model,LLaVA-7B | Pretrained
989,COCO_val2014_000000159842.jpg,159842001,what color is,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: What color is her headband? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'pink', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'pink', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'pink', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'pink', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'pink', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'pink', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'pink', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'pink', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'pink', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'pink', 'answer_confidence': 'yes', 'answer_id': 10}]",pink,other,989.0,Black,66.3,0.0,LLaVA‑Mistral‑7B,inst blind,open-source model,,,,,,,,,,,,LLaVA,7.0,pretrained,none,multimodal,none,,model,LLaVA-7B | Pretrained
