,index,question,answer,category,l2_category,meta_info,pid,output,extracted_choice,correct,model,condition,meta_model,question_id,﻿question_num,qid,confidence,time_spent_seconds,answer_timestamp,participant_id,answer_type,answer_raw,answer_normalized,human_qid,original_question
217,745,"In the picture, one is a bear doll and the other is a cat. Are they the same size?
Options: A: same, B: Not the same, C: Can't judge, D: nan",B,instance reasoning,cross-instance attribute reasoning,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/745.jpg'}",745.0,B: Not the same,,100,Humans,,,745,10,462,1.0,7.47,2025-12-05T22:54:17.857744,3a36e078_20251205_225238,choice,2,B,462,"In the picture, one is a bear doll and the other is a cat. Are they the same size?
Options: A: same, B: Not the same, C: Can't judge, D: nan"
218,745,"In the picture, one is a bear doll and the other is a cat. Are they the same size?
Options: A: same, B: Not the same, C: Can't judge, D: nan",B,instance reasoning,cross-instance attribute reasoning,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/745.jpg'}",745.0,B: Not the same,,100,Humans,,,745,10,462,0.25,6.12,2025-11-27T14:21:19.302580,5d843d39_20251127_141921,choice,2,B,462,"In the picture, one is a bear doll and the other is a cat. Are they the same size?
Options: A: same, B: Not the same, C: Can't judge, D: nan"
219,745,"In the picture, one is a bear doll and the other is a cat. Are they the same size?
Options: A: same, B: Not the same, C: Can't judge, D: nan",B,instance reasoning,cross-instance attribute reasoning,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/745.jpg'}",745.0,B: Not the same,,100,Humans,,,745,10,462,0.75,8.2,2025-12-10T17:02:57.152491,60de6bd6_20251210_170035,choice,2,B,462,"In the picture, one is a bear doll and the other is a cat. Are they the same size?
Options: A: same, B: Not the same, C: Can't judge, D: nan"
220,745,"In the picture, one is a bear doll and the other is a cat. Are they the same size?
Options: A: same, B: Not the same, C: Can't judge, D: nan",B,instance reasoning,cross-instance attribute reasoning,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/745.jpg'}",745.0,B: Not the same,,100,Humans,,,745,10,462,0.5,7.14,2025-11-25T13:57:14.445043,6b3a1a8d_20251125_135446,choice,2,B,462,"In the picture, one is a bear doll and the other is a cat. Are they the same size?
Options: A: same, B: Not the same, C: Can't judge, D: nan"
221,745,"In the picture, one is a bear doll and the other is a cat. Are they the same size?
Options: A: same, B: Not the same, C: Can't judge, D: nan",B,instance reasoning,cross-instance attribute reasoning,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/745.jpg'}",745.0,B: Not the same,,100,Humans,,,745,10,462,1.0,8.43,2025-12-04T21:08:55.812283,73df43f3_20251204_210431,choice,2,B,462,"In the picture, one is a bear doll and the other is a cat. Are they the same size?
Options: A: same, B: Not the same, C: Can't judge, D: nan"
222,745,"In the picture, one is a bear doll and the other is a cat. Are they the same size?
Options: A: same, B: Not the same, C: Can't judge, D: nan",B,instance reasoning,cross-instance attribute reasoning,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/745.jpg'}",745.0,B: Not the same,,100,Humans,,,745,10,462,0.25,3.36,2025-12-13T13:41:31.373775,74d408e5_20251213_134035,choice,2,B,462,"In the picture, one is a bear doll and the other is a cat. Are they the same size?
Options: A: same, B: Not the same, C: Can't judge, D: nan"
223,745,"In the picture, one is a bear doll and the other is a cat. Are they the same size?
Options: A: same, B: Not the same, C: Can't judge, D: nan",B,instance reasoning,cross-instance attribute reasoning,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/745.jpg'}",745.0,B: Not the same,,0,Humans,,,745,10,462,0.25,8.4,2025-12-09T12:12:40.500891,9c5d09f3_20251209_121033,choice,1,A,462,"In the picture, one is a bear doll and the other is a cat. Are they the same size?
Options: A: same, B: Not the same, C: Can't judge, D: nan"
224,745,"In the picture, one is a bear doll and the other is a cat. Are they the same size?
Options: A: same, B: Not the same, C: Can't judge, D: nan",B,instance reasoning,cross-instance attribute reasoning,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/745.jpg'}",745.0,B: Not the same,,100,Humans,,,745,10,462,0.75,3.73,2025-12-10T19:24:32.047391,825ff3e9_20251210_192335,choice,2,B,462,"In the picture, one is a bear doll and the other is a cat. Are they the same size?
Options: A: same, B: Not the same, C: Can't judge, D: nan"
225,745,"In the picture, one is a bear doll and the other is a cat. Are they the same size?
Options: A: same, B: Not the same, C: Can't judge, D: nan",B,instance reasoning,cross-instance attribute reasoning,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/745.jpg'}",745.0,B: Not the same,,100,Humans,,,745,10,462,0.5,6.76,2025-12-11T23:30:46.785822,a5909497_20251211_232822,choice,2,B,462,"In the picture, one is a bear doll and the other is a cat. Are they the same size?
Options: A: same, B: Not the same, C: Can't judge, D: nan"
226,745,"In the picture, one is a bear doll and the other is a cat. Are they the same size?
Options: A: same, B: Not the same, C: Can't judge, D: nan",B,instance reasoning,cross-instance attribute reasoning,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/745.jpg'}",745.0,B: Not the same,,0,Humans,,,745,10,462,0.5,8.29,2025-11-27T19:41:53.572954,b9b2cb98_20251127_193952,choice,3,C,462,"In the picture, one is a bear doll and the other is a cat. Are they the same size?
Options: A: same, B: Not the same, C: Can't judge, D: nan"
227,745,"In the picture, one is a bear doll and the other is a cat. Are they the same size?
Options: A: same, B: Not the same, C: Can't judge, D: nan",B,instance reasoning,cross-instance attribute reasoning,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/745.jpg'}",745.0,B: Not the same,,100,Humans,,,745,10,462,0.75,7.17,2025-11-28T22:27:48.049699,dd0f9986_20251128_222537,choice,2,B,462,"In the picture, one is a bear doll and the other is a cat. Are they the same size?
Options: A: same, B: Not the same, C: Can't judge, D: nan"
228,745,"In the picture, one is a bear doll and the other is a cat. Are they the same size?
Options: A: same, B: Not the same, C: Can't judge, D: nan",B,instance reasoning,cross-instance attribute reasoning,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/745.jpg'}",745.0,B: Not the same,,100,Humans,,,745,10,462,0.75,8.85,2025-12-03T21:25:27.023051,f616d5c7_20251203_212223,choice,2,B,462,"In the picture, one is a bear doll and the other is a cat. Are they the same size?
Options: A: same, B: Not the same, C: Can't judge, D: nan"
229,745,"In the picture, one is a bear doll and the other is a cat. Are they the same size?
Options: A: same, B: Not the same, C: Can't judge, D: nan",B,instance reasoning,cross-instance attribute reasoning,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/745.jpg'}",745.0,B: Not the same,,100,Humans,,,745,10,462,0.75,8.55,2025-11-25T20:26:26.325903,d1548553_20251125_202324,choice,2,B,462,"In the picture, one is a bear doll and the other is a cat. Are they the same size?
Options: A: same, B: Not the same, C: Can't judge, D: nan"
230,745,"In the picture, one is a bear doll and the other is a cat. Are they the same size?
Options: A: same, B: Not the same, C: Can't judge, D: nan",B,instance reasoning,cross-instance attribute reasoning,"{'source': 'MMBench', 'split': 'val', 'image_path': 'images/745.jpg'}",745.0,B: Not the same,,0,Humans,,,745,10,462,0.5,32.05,2025-12-05T14:18:21.146814,2e184452_20251205_141511_cleaned,choice,3,C,462,"In the picture, one is a bear doll and the other is a cat. Are they the same size?
Options: A: same, B: Not the same, C: Can't judge, D: nan"
231,448,"What is the woman holding in her hand?
Options: A: A book, B: A camera, C: A cell phone, D: Nothing",D,fine-grained perception,recognition,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/448.jpg'}",448.0,"The woman is holding a cell phone in her hand. So, the correct answer is:

C: A cell phone",,0,Humans,,,448,11,428,0.75,3.73,2025-11-24T13:39:25.430503,0756a860_20251124_133827,choice,3,C,428,"What is the woman holding in her hand?
Options: A: A book, B: A camera, C: A cell phone, D: Nothing"
232,448,"What is the woman holding in her hand?
Options: A: A book, B: A camera, C: A cell phone, D: Nothing",D,fine-grained perception,recognition,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/448.jpg'}",448.0,"The woman is holding a cell phone in her hand. So, the correct answer is:

C: A cell phone",,0,Humans,,,448,11,428,0.75,6.68,2025-12-10T23:05:20.587813,02f952bb_20251210_230336,choice,3,C,428,"What is the woman holding in her hand?
Options: A: A book, B: A camera, C: A cell phone, D: Nothing"
233,448,"What is the woman holding in her hand?
Options: A: A book, B: A camera, C: A cell phone, D: Nothing",D,fine-grained perception,recognition,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/448.jpg'}",448.0,"The woman is holding a cell phone in her hand. So, the correct answer is:

C: A cell phone",,0,Humans,,,448,11,428,0.5,30.33,2025-12-08T15:05:59.627618,14d2420f_20251208_150302,choice,3,C,428,"What is the woman holding in her hand?
Options: A: A book, B: A camera, C: A cell phone, D: Nothing"
235,448,"What is the woman holding in her hand?
Options: A: A book, B: A camera, C: A cell phone, D: Nothing",D,fine-grained perception,recognition,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/448.jpg'}",448.0,"The woman is holding a cell phone in her hand. So, the correct answer is:

C: A cell phone",,0,Humans,,,448,11,428,0.75,5.11,2025-12-02T10:03:49.421517,29127478_20251202_100107,choice,1,A,428,"What is the woman holding in her hand?
Options: A: A book, B: A camera, C: A cell phone, D: Nothing"
236,448,"What is the woman holding in her hand?
Options: A: A book, B: A camera, C: A cell phone, D: Nothing",D,fine-grained perception,recognition,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/448.jpg'}",448.0,"The woman is holding a cell phone in her hand. So, the correct answer is:

C: A cell phone",,0,Humans,,,448,11,428,0.75,5.16,2025-11-26T08:43:55.170726,218b2db5_20251126_084136,choice,1,A,428,"What is the woman holding in her hand?
Options: A: A book, B: A camera, C: A cell phone, D: Nothing"
237,448,"What is the woman holding in her hand?
Options: A: A book, B: A camera, C: A cell phone, D: Nothing",D,fine-grained perception,recognition,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/448.jpg'}",448.0,"The woman is holding a cell phone in her hand. So, the correct answer is:

C: A cell phone",,0,Humans,,,448,11,428,0.25,30.95,2025-11-26T14:11:50.622046,3238ebaf_20251126_140604,choice,3,C,428,"What is the woman holding in her hand?
Options: A: A book, B: A camera, C: A cell phone, D: Nothing"
238,448,"What is the woman holding in her hand?
Options: A: A book, B: A camera, C: A cell phone, D: Nothing",D,fine-grained perception,recognition,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/448.jpg'}",448.0,"The woman is holding a cell phone in her hand. So, the correct answer is:

C: A cell phone",,0,Humans,,,448,11,428,0.75,6.65,2025-12-05T22:54:25.382142,3a36e078_20251205_225238,choice,3,C,428,"What is the woman holding in her hand?
Options: A: A book, B: A camera, C: A cell phone, D: Nothing"
239,448,"What is the woman holding in her hand?
Options: A: A book, B: A camera, C: A cell phone, D: Nothing",D,fine-grained perception,recognition,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/448.jpg'}",448.0,"The woman is holding a cell phone in her hand. So, the correct answer is:

C: A cell phone",,0,Humans,,,448,11,428,0.5,4.39,2025-11-27T14:21:24.084513,5d843d39_20251127_141921,choice,3,C,428,"What is the woman holding in her hand?
Options: A: A book, B: A camera, C: A cell phone, D: Nothing"
240,448,"What is the woman holding in her hand?
Options: A: A book, B: A camera, C: A cell phone, D: Nothing",D,fine-grained perception,recognition,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/448.jpg'}",448.0,"The woman is holding a cell phone in her hand. So, the correct answer is:

C: A cell phone",,0,Humans,,,448,11,428,0.75,8.69,2025-12-10T17:03:06.062346,60de6bd6_20251210_170035,choice,3,C,428,"What is the woman holding in her hand?
Options: A: A book, B: A camera, C: A cell phone, D: Nothing"
241,448,"What is the woman holding in her hand?
Options: A: A book, B: A camera, C: A cell phone, D: Nothing",D,fine-grained perception,recognition,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/448.jpg'}",448.0,"The woman is holding a cell phone in her hand. So, the correct answer is:

C: A cell phone",,0,Humans,,,448,11,428,0.5,5.01,2025-11-25T13:57:19.640915,6b3a1a8d_20251125_135446,choice,3,C,428,"What is the woman holding in her hand?
Options: A: A book, B: A camera, C: A cell phone, D: Nothing"
242,448,"What is the woman holding in her hand?
Options: A: A book, B: A camera, C: A cell phone, D: Nothing",D,fine-grained perception,recognition,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/448.jpg'}",448.0,"The woman is holding a cell phone in her hand. So, the correct answer is:

C: A cell phone",,0,Humans,,,448,11,428,0.5,6.58,2025-12-04T21:09:02.685788,73df43f3_20251204_210431,choice,1,A,428,"What is the woman holding in her hand?
Options: A: A book, B: A camera, C: A cell phone, D: Nothing"
243,448,"What is the woman holding in her hand?
Options: A: A book, B: A camera, C: A cell phone, D: Nothing",D,fine-grained perception,recognition,"{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/448.jpg'}",448.0,"The woman is holding a cell phone in her hand. So, the correct answer is:

C: A cell phone",,0,Humans,,,448,11,428,0.5,3.37,2025-12-13T13:41:35.133806,74d408e5_20251213_134035,choice,2,B,428,"What is the woman holding in her hand?
Options: A: A book, B: A camera, C: A cell phone, D: Nothing"
