index	question	image	answer	category	l2_category	meta_info	image_path	A	B	C	D
291	What is the dominant color of the ocean and sky in the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x339 at 0x7109C46FAE90>	C	fine-grained perception	recognition	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/290.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
292	Which object in the image is described as having a black top?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x375 at 0x7109C46F8CA0>	B	fine-grained perception	recognition	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/291.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
293	How many objects can be seen in the image that are green?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x377 at 0x7109C46FBF70>	D	fine-grained perception	object counting	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/292.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
294	How many tall buildings are there in the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=382x512 at 0x7109C46FB3D0>	A	fine-grained perception	object counting	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/293.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
295	What is located in the top right corner of the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x367 at 0x7109C46F90C0>	A	fine-grained perception	localization	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/294.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
296	What is the color of the woman's hair?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x377 at 0x7109C46FA7D0>	C	fine-grained perception	recognition	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/295.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
297	How many people are present in the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x288 at 0x7109C46F9B40>	B	fine-grained perception	object counting	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/296.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
298	How many bananas are there in the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x341 at 0x7109C46F9030>	D	fine-grained perception	object counting	{'source': 'MMBench', 'split': 'val', 'image_path': 'images/297.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
299	How many mirrors are visible in the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=384x512 at 0x7109C46FA500>	B	fine-grained perception	object counting	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/298.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
300	How would you describe the color of the sand in the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x384 at 0x7109C46FAE90>	A	fine-grained perception	recognition	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/299.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
301	How many people are visible in this picture?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x342 at 0x7109C46F8CA0>	D	fine-grained perception	object counting	{'source': 'MMBench', 'split': 'val', 'image_path': 'images/300.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
302	How many chairs are present in the room?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x384 at 0x7109C46FBF70>	B	fine-grained perception	object counting	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/301.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
303	Which object is on the left side of the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x377 at 0x7109C46FB3D0>	D	fine-grained perception	localization	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/302.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
304	How many white jugs are on the nightstand?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=372x512 at 0x7109C46F90C0>	A	fine-grained perception	object counting	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/303.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
305	What bird species are shown in the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x377 at 0x7109C46FA7D0>	D	fine-grained perception	recognition	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/304.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
306	How many people are present in the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x398 at 0x7109C46F9B40>	B	fine-grained perception	object counting	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/305.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
307	How many archways are there in the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=384x512 at 0x7109C46F9030>	D	fine-grained perception	object counting	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/306.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
308	How many toys are present in the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=358x512 at 0x7109C46FA500>	D	fine-grained perception	object counting	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/307.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
309	How many horses are in the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7109C46FAE90>	C	fine-grained perception	object counting	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/308.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
310	How many people are visible in the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x342 at 0x7109C46F8CA0>	D	fine-grained perception	object counting	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/309.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
311	How many people are present in the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=351x512 at 0x7109C46FBF70>	B	fine-grained perception	object counting	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/310.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
312	What is the shape of the orange fruit on the table in the kitchen?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=496x512 at 0x7109C46FB3D0>	B	fine-grained perception	recognition	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/311.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
313	What is the color of the couch in the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x341 at 0x7109C46F90C0>	B	fine-grained perception	recognition	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/312.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
314	How many buildings are present in the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x377 at 0x7109C46FA7D0>	D	fine-grained perception	object counting	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/313.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
315	Which of these cities is marked on the map?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=714x595 at 0x7109C46F9B40>	C	fine-grained perception	recognition	{'source': 'ScienceQA_TEST', 'split': 'val', 'image_path': 'images/314.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
316	What is the predominant color in the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x288 at 0x7109C46F9030>	C	fine-grained perception	recognition	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/315.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
317	How many people are walking down the snowy path?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x340 at 0x7109C46FA500>	D	fine-grained perception	object counting	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/316.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
318	Where is the Christmas tree located in the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=323x512 at 0x7109C46FAE90>	A	fine-grained perception	localization	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/317.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
319	How many pairs of shoes can be seen in the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=376x512 at 0x7109C46F8CA0>	A	fine-grained perception	object counting	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/318.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
320	What is the weather like in the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x342 at 0x7109C46FBF70>	A	fine-grained perception	recognition	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/319.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
321	Is the tree in front of the house with leaves or without leaves?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x341 at 0x7109C46FB3D0>	B	fine-grained perception	localization	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/320.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
322	How many jewelry items are present in the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7109C46F90C0>	B	fine-grained perception	object counting	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/321.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
323	How many people are standing on the stage in the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x384 at 0x7109C46FA7D0>	D	fine-grained perception	object counting	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/322.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
324	What is the color of the couch in the living room?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x341 at 0x7109C46F9B40>	C	fine-grained perception	recognition	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/323.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
325	How many apples are there in the image? And how many bananas are there?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x382 at 0x7109C46F9030>	C	fine-grained perception	object counting	{'source': 'MMBench', 'split': 'val', 'image_path': 'images/324.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
326	Which corner doesn't have any fruits?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x342 at 0x7109C46FA500>	A	fine-grained perception	recognition	{'source': 'MMBench', 'split': 'val', 'image_path': 'images/325.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
327	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: whats the lowest number yard line that you can see? Choices: (A) 0 (B) 10 (C) 20 (D) 30	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1024x690 at 0x7109C46FAE90>	D	fine-grained perception	recognition	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/326.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
328	What is the color of the ears on the dessert item located in the bottom right of the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x512 at 0x7109C46F8CA0>	D	fine-grained perception	recognition	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/327.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
329	What is the color of the watch worn by a person in the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x342 at 0x7109C46FBF70>	B	fine-grained perception	recognition	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/328.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
330	What color is the horse in the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x343 at 0x7109C46FB3D0>	D	fine-grained perception	recognition	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/329.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
331	How many persons are playing guitar in the concert?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=384x512 at 0x7109C46F90C0>	A	fine-grained perception	object counting	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/330.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
332	How many people are present in the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x369 at 0x7109C46FA7D0>	D	fine-grained perception	object counting	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/331.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
333	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: What is the accuracy of the algorithm with lowest accuracy? Choices: (A) 1 (B) 0.8 (C) 0.6 (D) 0.4	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=448x448 at 0x7109C46F9B40>	A	fine-grained perception	object counting	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/332.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
334	What color is the shirt of the man playing the guitar?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x384 at 0x7109C46F9030>	D	fine-grained perception	recognition	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/333.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
335	Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end. Question: What is the value of the largest individual bar in the whole chart? Choices: (A) 8 (B) 5 (C) 6 (D) 7	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=448x448 at 0x7109C46FA500>	A	fine-grained perception	object counting	{'source': 'MathVista', 'split': 'val', 'image_path': 'images/334.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
336	How many clear glasses are on the table in the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x358 at 0x7109C46FAE90>	D	fine-grained perception	object counting	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/335.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
337	How many people are holding the flag in the street?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x341 at 0x7109C46F8CA0>	B	fine-grained perception	object counting	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/336.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
338	What is the color of the ribbon in one of the gifts?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=342x512 at 0x7109C46FBF70>	A	fine-grained perception	recognition	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/337.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
339	How many guitars are visible in the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x288 at 0x7109C46FB3D0>	A	fine-grained perception	object counting	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/338.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
340	What is the shape of the window on the building in the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x375 at 0x7109C46F90C0>	C	fine-grained perception	recognition	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/339.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
341	What color is the ribbon that the man on the right is holding?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x360 at 0x7109C46FA7D0>	B	fine-grained perception	recognition	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/340.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
342	How many women are sitting at the table in the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x358 at 0x7109C46F9B40>	B	fine-grained perception	object counting	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/341.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
343	What is the color of the net behind the players in the image?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x377 at 0x7109C46F9030>	B	fine-grained perception	recognition	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/342.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
344	Where is the man wearing a black backpack?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=401x512 at 0x7109C46FA500>	C	fine-grained perception	localization	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/343.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
345	What is the color of the ball being used in the game of golf?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x341 at 0x7109C46FAE90>	D	fine-grained perception	recognition	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/344.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
346	Does the image contain any person wearing green clothes?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x376 at 0x7109C46F8CA0>	C	fine-grained perception	recognition	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/345.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
347	What color are the flowers in the room?	<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=512x333 at 0x7109C46FBF70>	B	fine-grained perception	recognition	{'source': 'SEEDBench_IMG', 'split': 'val', 'image_path': 'images/346.jpg'}	/home/work/yuna/HPA/data/blind_224.png	A	B	C	D
