qid,category,l2_category,question_en,options,answer_type,question_kr,answer,score,index,question_type,image_id,answers,multiple_choice_answer
211,fine-grained perception,localization,"What is the position of the grape in relation to the plate of walnuts?
 ","A: The grape is on top of the plate of walnuts 포도가 호두 접시 위에 있다, B: The grape is below the plate of walnuts 포도가 호두 접시 아래에 있다, C: The grape is to the right of the plate of walnuts 포도는 호두 접시의 오른쪽에 있다, D: The grape is to the left of the plate of walnuts 포도는 호두 접시의 왼쪽에 있다",choice,포도와 호두 접시 사이의 상대적 위치는 무엇입니까?,A,0.1666666667,,,,,
481,instance reasoning,cross-instance attribute reasoning,"What is the position of the white couch relative to the glass coffee table?
 ","A: The couch is in front of the coffee table 흰색 소파는 커피 테이블의 앞에 있습니다, B: The couch is to the right of the coffee table 흰색 소파는 커피 테이블의 오른쪽에 있습니다, C: The couch is to the left of the coffee table 흰색 소파는 커피 테이블의 왼쪽에 있습니다, D: The couch is behind the coffee table 흰색 소파는 커피 테이블의 뒤에 있습니다",choice,흰색 소파의 위치는 커피 테이블에 대해 어디에 있습니까?,D,0.1818181818,,,,,
218,fine-grained perception,localization,"Where is it located?
 ","A: Xi'an 시안, B: Shanghai 상하이, C: Beijing 베이징, D: Nanjing 난징",choice,그것은 어디에 위치해 있나요?,A,0.3333333333,,,,,
649,instance reasoning,single-instance reasoning,"What's the profession of the people in this picture?
 ","A: magician 마술사, B: financial analyst 재무 분석가, C: florist 플로리스트, D: lawyer 변호사",choice,이 사진 속 사람들의 직업은 무엇입니까?,A,0.3636363636,,,,,
50,coarse perception,image scene and topic,"What is the dominant color scheme in this image?
 ","A: White and blue 흰색과 파란색, B: Blue and green 파란색과 초록색, C: Brown and yellow 갈색과 노란색, D: Pink and orange 분홍색과 주황색",choice,이 이미지의 지배적인 색 구성은 무엇입니까?,B,0.1538461538,,,,,
131,coarse perception,image scene and topic,"What type of scene is depicted in this image?
 ","A: A workspace 작업 공간, B: A beach vacation 해변 휴가, C: A tropical restaurant 열대 식당, D: A desert oasis 사막 오아시스",choice,이 이미지에는 어떤 종류의 장면이 묘사되어 있나요?,A,0.3846153846,,,,,
153,coarse perception,image scene and topic,"Which one is the correct caption of this image?
 ",A: A bunch of cars sitting still in the middle of a street 길 한가운데에 멈춰 서 있는 차들 B: Two giraffes near a tree in the wild. 야생에서 나무 근처에 있는 두 마리의 기린 C: Small personal bathroom with a tiny entrance door. 아주 작은 입구가 있는 개인용 욕실 D: An elephant drinking water while the rest of the herd is walking in dry grass. 마른 풀밭에서 떼의 나머지 무리들이 걷고 있는 동안 물을 마시는 코끼리,choice,"A: A bunch of cars sitting still in the middle of a street 길 한가운데에 멈춰 서 있는 차들, B: Two giraffes near a tree in the wild. 야생에서 나무 근처에 있는 두 마리의 기린, C: Small personal bathroom with a tiny entrance door. 아주 작은 입구가 있는 개인용 욕실, D: An elephant drinking water while the rest of the herd is walking in dry grass. 마른 풀밭에서 떼의 나머지 무리들이 걷고 있는 동안 물을 마시는 코끼리",D,0.1666666667,,,,,
446,fine-grained perception,recognition,"Who is the person in this image?
 ","A: Elon Musk 일론 머스크, B: Xiang Liu 샹 리우, C: Jay Chou 제이 차오, D: Ming Yao 밍 야오",choice,이 이미지 속 인물은 누구입니까?,C,0.25,,,,,
385,fine-grained perception,recognition,"What is the color of the net behind the players in the image?
 ","A: It is not visible in the image. 이미지에서 보이지 않습니다., B: Blue 파란색, C: Red 빨간색, D: White 흰색",choice,선수 뒤에 있는 네트의 색은 무엇입니까?,B,0.08333333333,,,,,
376,fine-grained perception,recognition,"What is the color of the couch in the living room?
 ","A: Beige 베이지, B: Grey 그레이, C: Dark Brown 다크 브라운, D: White 화이트",choice,거실 소파의 색은 무엇입니까?,C,0.3333333333,,,,,
897,logical reasoning,diagram reasoning,"What is the name of the colony shown?
 ","A: Maine 메인 주, B: Rhode Island 로드 아일랜드, C: New York 뉴욕 주, D: Virginia 버지니아 주",choice,보여진 식민지의 이름은 무엇입니까?,B,0.6,,,,,
606,instance reasoning,single-instance reasoning,"What is most prominent in the image?
 ","A: A building with a clock 시계가 달린 건물, B: A city skyline 도시의 스카이라인, C: A boat docked in the water. 물에 정박한 보트, D: Water with boats and ships 보트와 선박이 있는 물.",choice,사진에서 가장 눈에 띄는 것은 무엇입니까?,A,0.4545454545,,,,,
677,instance reasoning,single-instance reasoning,"Which special day is associated with this poster?
 ","A: Earth Day. 지구의 날, B: Children's Day. 어린이날, C: Father's Day. 아버지의 날, D: Mother's Day. 어머니의 날",choice,이 게시물과 관련된 특별한 날은 무엇입니까?,B,0.3636363636,,,,,
639,instance reasoning,single-instance reasoning,"What's the function of the demonstrated object?
 ","A: prepare food and cook meals 음식을 준비하고 식사를 요리한다, B: sleep 자다, C: a sanitary facility used for excretion 배변에 사용되는 위생 시설, D: Play basketball 농구",choice,시연된 물체의 기능은 무엇입니까?,B,0.1818181818,,,,,
342,fine-grained perception,recognition,"How many people are performing on the stage?
 ","A: 3, B: 2, C: 1, D: 4",choice,무대에서 공연 중인 사람은 몇 명입니까?,D,0.08333333333,,,,,
638,instance reasoning,single-instance reasoning,"What's the function of the demonstrated object?
 ","A: increase passenger capacity and reduce traffic congestion 승객 수용 능력을 늘리고 교통 체증을 줄이는 기능, B: a sanitary facility used for excretion 배변에 사용되는 위생 시설, C: used as decorations. 장식으로 사용된다., D: watch TV shows TV를 본다",choice,시연된 물건의 기능은 무엇입니까?,A,0.3636363636,,,,,
418297001,,,Is a real bird on the tower?,,text,탑 위에 진짜 새가 있나요?,,,0,is,,,
444302001,,,What is the number on the pole?,,text,기둥에 있는 숫자는 무엇인가요?,,,1,what is the,,,
244019002,,,Has the wall been tagged?,,text,벽에 태그가 붙었나요?,,,2,has,,,
297269002,,,What color is the label on the side of the bottom appliance?,,text,하단 가전제품 측면의 라벨은 어떤 색인가요?,,,3,what color is the,,,
22656001,,,Is there toothpaste on the sink?,,text,싱크대에 치약이 있나요?,,,4,is there,,,
552849003,,,Where is a man wearing a white robe?,,text,흰 가운을 입은 남자는 어디에 있나요?,,,5,none of the above,,,
96762000,,,How many American flags are in the picture?,,text,사진에는 몇 개의 국기가 있나요?,,,6,how many,,,
537701022,,,Does this man's tie match the background?,,text,이 남자의 넥타이가 배경과 일치하나요?,,,7,does this,,,
326814006,,,Is the electricity in the room turned on?,,text,방에 전기가 켜져 있나요?,,,8,is the,,,
466838000,,,Is this a normal size slice of pizza?,,text,이것은 보통 크기의 피자 조각인가요?,,,9,is this a,,,
399516001,,,Did you try any of these?,,text,이것들 중 하나라도 시도해 보셨나요?,,,10,none of the above,,,
280238001,,,Do you see a street light?,,text,가로등 보이시나요?,,,11,do you,,,
563730000,,,What color is the fork?,,text,포크는 어떤 색인가요?,,,12,what color is the,,,
153782000,,,Is this a 3-D photo?,,text,이것은 3D 사진인가요?,,,13,is this a,,,
79930001,,,How many people are on the motorcycle?,,text,오토바이에 몇 명이 타고 있나요?,,,14,how many people are,,,
4495000,,,What item in the room is plaid?,,text,방 안에 어떤 물건이 격자무늬로 되어 있나요?,,,15,what,,,
301305003,,,Does anyone have on glasses?,,text,안경 쓴 사람 있나요?,,,16,none of the above,,,
241209002,,,What color is the table?,,text,테이블의 색상은 무엇인가요?,,,17,what color is the,,,
208566001,,,How many containers of peanut butter are on the table?,,text,테이블 위에 땅콩버터 용기가 몇 개 있습니까?,,,18,how many,,,
480416017,,,Is it raining?,,text,비가 오나요?,,,19,is it,,,
360698008,,,Is the weather safe for flying?,,text,날씨가 비행하기에 안전한가요?,,,20,is the,,,
527038002,,,What website is shown?,,text,어떤 웹사이트가 표시되나요?,,,21,what,,,
562347009,,,What is the man doing?,,text,남자는 무엇을 하고 있나요?,,,22,what is the man,,,
357532001,,,Is there a fence around the top row of seats?,,text,좌석 맨 윗줄에 울타리가 있나요?,,,23,is there a,,,
35105002,,,How many cars are there?,,text,차가 몇 대 있습니까?,,,24,how many,,,
316596001,,,What is the cake sitting on?,,text,케이크가 무엇 위에 놓여 있나요?,,,25,what is the,,,
578093003,,,Is this a boathouse?,,text,여기가 보트 하우스인가요?,,,26,is this a,,,
163280011,,,What are they researching?,,text,그들은 무엇을 연구하고 있습니까?,,,27,what are,,,
280242009,,,What is the reflection?,,text,반성이란 무엇인가요?,,,28,what is the,,,
98658002,,,Is there a passenger in the truck?,,text,트럭에 승객이 있습니까?,,,29,is there a,,,
343481000,,,Are these sheep in a box?,,text,이 양들은 상자에 들어 있나요?,,,31,are these,,,
66543002,,,Is this a busy area?,,text,여기가 번잡한 지역인가요?,,,32,is this a,,,
94663002,,,Can you see the sky from this photo?,,text,이 사진에서 하늘이 보이나요?,,,33,can you,,,
491242000,,,What is the man wearing?,,text,남자는 무엇을 입고 있나요?,,,34,what is the man,,,
55772003,,,What is on the plate?,,text,접시 위에 무엇이 있나요?,,,35,what is on the,,,
364725009,,,Is this a puppy?,,text,강아지인가요?,,,36,is this a,,,
521669001,,,What is the man holding in his hand?,,text,남자가 손에 들고 있는 것은 무엇입니까?,,,37,what is the man,,,
224595001,,,Is the plane flying?,,text,비행기가 날고 있나요?,,,38,is the,,,
19109001,,,Is that a restaurant?,,text,식당인가요?,,,39,is that a,,,
522232002,,,Is the man wearing a helmet?,,text,남자가 헬멧을 쓰고 있나요?,,,40,is the man,,,
235597003,,,What color is the mouse?,,text,마우스는 어떤 색인가요?,,,41,what color is the,,,
504827000,,,What color is the soap in the dispenser?,,text,디스펜서의 비누는 어떤 색인가요?,,,42,what color is the,,,
523871003,,,Are these people real?,,text,이 사람들 진짜인가요?,,,43,are these,,,
239992006,,,What is the plane on the left?,,text,왼쪽에 있는 비행기는 무엇인가요?,,,44,what is the,,,
503210000,,,What is hanging on the left wall?,,text,왼쪽 벽에는 무엇이 걸려 있나요?,,,45,what is,,,
122981001,,,Is the boy playing?,,text,소년이 놀고 있나요?,,,46,is the,,,
273420002,,,Who is the man talking to on the phone?,,text,남자가 전화로 누구와 이야기하고 있습니까?,,,47,who is,,,
205594005,,,What sport is this?,,text,이 스포츠는 무엇인가요?,,,48,what sport is,,,
176149002,,,What kind of street sign is in the picture?,,text,사진 속에는 어떤 종류의 거리 표지판이 있나요?,,,49,what kind of,,,
11241003,,,Is this enough food for more than two people?,,text,이 음식은 두 명 이상이 먹을 수 있는 양인가요?,,,50,is this,,,
