,image_id,qid,question_type,question_en,answers,multiple_choice_answer,answer_type,question_kr,Unnamed: 0.2,category,l2_category,options,Unnamed: 0.1,Unnamed: 0,index
516,COCO_val2014_000000303667.jpg,303667011,what is the man,"Question: What is the man wearing on his back? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'shirt', 'answer_confidence': 'maybe', 'answer_id': 1}, {'answer': 'book bag', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'shirt', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'shirt', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'shirt', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'nothing', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': 'shirt', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'backpack', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'shirt', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'shirt', 'answer_confidence': 'maybe', 'answer_id': 10}]",shirt,text,질문: 남자는 등에 무엇을 메고 있나요? 한 단어 또는 구절로 대답하십시오.,,,,,,,
325,COCO_val2014_000000417164.jpg,417164002,what does the,"Question: What does the red and white sign say? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'open 24 hours', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'open 24 hours', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'open 24 hours', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'open 24 hours', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'open 24 hours', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'open 24 hours', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'open 24 hours', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'open 24 hours', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'open 24 hours', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'open 24 hours', 'answer_confidence': 'yes', 'answer_id': 10}]",open 24 hours,text,질문: 빨간색과 흰색 표지판에는 무엇이라고 적혀 있나요? 한 단어나 구절로 답하십시오. 답:,,,,,,,
743,COCO_val2014_000000124601.jpg,124601004,how many,"Question: How many oranges are there? Answer the question using a single word or phrase. 
Answer:","[{'answer': '0', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '0', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '0', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': '0', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': '0', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '0', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '0', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': '0', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '0', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': '0', 'answer_confidence': 'yes', 'answer_id': 10}]",0,text,질문: 오렌지가 몇 개 있습니까? 한 단어 또는 구로 답하십시오.,,,,,,,
192,COCO_val2014_000000062661.jpg,62661000,is the,"Question: Is the hydrant being blocked? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",yes,text,소화전이 막히고 있나요?,,,,,,,
33,COCO_val2014_000000068993.jpg,68993002,is the,"Question: Is the snow melting, or still falling? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'melting', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'melting', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'melting', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'melting', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'melting', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'melting', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'melting', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'melting', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'melting', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'melting', 'answer_confidence': 'yes', 'answer_id': 10}]",melting,text,"질문: 눈이 녹고 있나요, 아니면 아직 내리고 있나요? 한 단어나 구절로 답하십시오.",,,,,,,
109,COCO_val2014_000000120806.jpg,120806005,what is,"Question: What is flying above the boat? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'helicopter', 'answer_confidence': 'maybe', 'answer_id': 1}, {'answer': 'plane and helicopter', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'helicopter', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'airplane', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'plane', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'plane', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'airplane', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'helicopter', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'helicopter', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'airplane', 'answer_confidence': 'yes', 'answer_id': 10}]",helicopter,text,질문: 보트 위에 무엇이 날고 있습니까? 한 단어나 구절로 답하십시오.,,,,,,,
165,COCO_val2014_000000118417.jpg,118417001,what is the,"Question: What is the very top of the stack of food? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'egg', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'egg', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'cream', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'white egg', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'cream', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'egg', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'cream cheese', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'cheese', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': 'egg', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'ice cream', 'answer_confidence': 'yes', 'answer_id': 10}]",egg,text,질문: 음식 더미의 맨 위에는 무엇이 있나요? 한 단어나 구로 답하십시오.,,,,,,,
415,COCO_val2014_000000087052.jpg,87052017,what is the woman,"Question: What is the woman wearing on top? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'hoodie sweater', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'sweatshirt', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'hoodie', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'hoodie', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'hoodie', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'hoodie', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'hoody', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'grey sweater and green shirt', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'hoody', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'jacket', 'answer_confidence': 'yes', 'answer_id': 10}]",hoodie,text,질문: 여자가 상체에 입고 있는 것은 무엇인가요? 한 단어나 구로 답하십시오.,,,,,,,
700,COCO_val2014_000000562243.jpg,562243050,what color is the,"Question: What color is the tie? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'light blue', 'answer_confidence': 'maybe', 'answer_id': 1}, {'answer': 'blue,white', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'purple', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'purple', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': 'blue', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'blue', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': 'purple', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'purple, white', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'purple', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'gray', 'answer_confidence': 'yes', 'answer_id': 10}]",purple,text,질문: 넥타이의 색은 무엇입니까? 한 단어 또는 구로 대답하십시오.,,,,,,,
156,COCO_val2014_000000333480.jpg,333480000,is this,"Question: Is this healthy food? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",no,text,질문: 이것이 건강한 음식입니까? 한 단어나 구절로 답하십시오.,,,,,,,
0,,664,,"Where is the woman's blue bag located in the image?
 ",,,choice,이미지 속 여성의 파란 가방은 어디에 위치해 있나요?,0.0,instance reasoning,single-instance reasoning,"A: In her hand 그녀의 손에, B: On her shoulder 그녀의 어깨에, C: On the ground 땅에, D: Inside the man's bag 그 남자의 가방 안에",,,
1,,6,,"What feeling is shown in this image?
 ",,,choice,이 이미지에 어떤 감정이 나타나고 있나요?,1.0,coarse perception,image emotion,"A: engaged 참여하는, B: lonely 외로운, C: angry 화난, D: supportive 지지하는",,,
2,,662,,"Where is the rug in the living room located?
 ",,,choice,거실의 러그는 어디에 위치해 있나요?,2.0,instance reasoning,single-instance reasoning,"A: Next to the door 문 옆에, B: Under the table 탁자 아래에, C: In front of the window 창문 앞에, D: Under the couch 소파 아래에",,,
3,,773,,"Is there a teddy bear in the image?
 ",,,choice,이미지에 곰인형이 있나요?,3.0,logical reasoning,common reasoning,"A: Can't tell 알 수 없음, B: No 아니오, C: Yes 네, D: Maybe 아마도",,,
4,,556,,"What is the relationship between the people in the image?
 ",,,choice,사진 속 사람들 간의 관계는 무엇입니까?,4.0,instance reasoning,cross-instance relation reasoning,"A: commercial 상업적인, B: professional 전문적인, C: friends 친구들, D: family 가족",,,
5,,768,,"In the picture, which direction is the baby facing?
 ",,,choice,사진에서 아기가 어느 방향을 향하고 있나요?,5.0,logical reasoning,common reasoning,"A: left 왼쪽, B: right 오른쪽, C: up 위, D: down 아래",,,
6,,802,,"What will happen next?
 ",,,choice,다음에 무슨 일이 일어날까요?,6.0,logical reasoning,common reasoning,"A: the kid is gonna slide through 그 아이가 미끄러져 지나갈 거야, B: the kid is gonna crash into the other kid 그 아이가 다른 아이와 부딪힐 거야, C: the other kid is gonna dodge 그 다른 아이가 피할 거야, D: both A,B, and C A,B, 그리고 C 모두",,,
7,,598,,"The object shown in this figure:
 ",,,choice,다음 그림에 보이는 물체는:,7.0,instance reasoning,single-instance reasoning,"A: Is a colorless liquid with a slightly metallic taste, 무색의 액체로 약간의 금속 맛이 나는 물질이다, B: Is a powerful oxidizer that can cause skin and eye irritation, 피부와 눈에 자극을 유발할 수 있는 강력한 산화제이다, C: Has a boiling point of 150.2°C, 끓는점이 150.2°C이다, D: None of these options are correct. 이러한 옵션들 중 올바른 것은 없다.",,,
8,,70,,"What is the main focus of the image?
 ",,,choice,이미지의 주요 초점은 무엇입니까?,8.0,coarse perception,image scene and topic,"A: A woman standing in front of a brick wall 한 여성이 벽돌 벽 앞에 서 있다, B: A woman standing in front of a green hedge 한 여성이 초록색 울타리 앞에 서 있다, C: A garden with a lot of flowers and bushes 꽃과 덤불이 많은 정원, D: A bench surrounded by a lot of plants 많은 식물로 둘러싸인 벤치",,,
9,,97,,"What is the predominant color of the image?
 ",,,choice,이미지의 주된 색상은 무엇입니까?,9.0,coarse perception,image scene and topic,"A: Yellow 노란색, B: Black 검정, C: White 흰색, D: Blue 파란색",,,
10,,462,,"In the picture, one is a bear doll and the other is a cat. Are they the same size?
 ",,,choice,사진 속에서 하나는 곰 인형이고 다른 하나는 고양이입니다. 둘은 같은 크기인가요?,10.0,instance reasoning,cross-instance attribute reasoning,"A: same 같은, B: Not the same 다른, C: Can't judge 판단할 수 없다, D: nan 숫자가 아님",,,
11,,428,,"What is the woman holding in her hand?
 ",,,choice,여자가 손에 들고 있는 것은 무엇인가요?,11.0,fine-grained perception,recognition,"A: A book 책, B: A camera 카메라, C: A cell phone 휴대폰, D: Nothing 아무 것도 없음",,,
12,,13,,"Which emotion is being depicted in this image?
 ",,,choice,이 이미지에서 어떤 감정이 표현되고 있나요?,12.0,coarse perception,image emotion,"A: happiness, B: sadness, C: anger, D: love A: 행복, B: 슬픔, C: 분노, D: 사랑",,,
13,,414,,"What is the most prominent color of the jacket worn by the man with the laptop?
 ",,,choice,노트북을 들고 있는 남자가 입은 재킷의 가장 눈에 띄는 색은 무엇입니까?,13.0,fine-grained perception,recognition,"A: Blue 파란색, B: Black 검정색, C: Gray 회색, D: Red 빨간색",,,
14,,550,,"What can Hazel and Xavier trade to each get what they want?
 ",,,choice,헤이즐과 자비에는 서로 원하는 것을 얻기 위해 무엇을 교환할 수 있나요?,14.0,instance reasoning,cross-instance relation reasoning,A: Hazel can trade her tomatoes for Xavier's broccoli. 헤이즐은 그녀의 토마토를 자비에의 브로콜리와 교환할 수 있다. B: Hazel can trade her tomatoes for Xavier's carrots. 헤이즐은 그녀의 토마토를 자비에의 당근과 교환할 수 있다. C: Xavier can trade his broccoli for Hazel's oranges. 자비에는 자신의 브로콜리를 헤이즐의 오렌지와 교환할 수 있다. D: Xavier can trade his almonds for Hazel's tomatoes. 자비에는 자신의 아몬드를 헤이즐의 토마토와 교환할 수 있다.,,,
15,,816,,"Which of the following objects has the highest density in the image?
 ",,,choice,다음 중 이미지에서 가장 밀도가 높은 객체는 무엇입니까?,15.0,logical reasoning,common reasoning,"A: Palm trees 야자나무들, B: Trees 나무들, C: Sand 모래, D: Dead grass 죽은 풀",,,
16,,788,,"What is the most likely purpose of this poster?
 ",,,choice,이 포스터의 가장 가능성이 높은 목적은 무엇입니까?,16.0,logical reasoning,common reasoning,"A: To celebrate New Year., B: To celebrate someone's birthday., C: To celebrate Christmas., D: To celebrate National Day. A: 새해를 축하하기 위해., B: 누군가의 생일을 축하하기 위해., C: 크리스마스를 축하하기 위해., D: 국경일을 축하하기 위해.",,,
17,,317,,"How many teddy bears are in the picture?
 ",,,choice,그림 속에 곰인형이 몇 개 있나요?,17.0,fine-grained perception,object counting,"A: Two 두 개, B: One 한 개, C: Three 세 개, D: Four 네 개",,,
18,,160,,"is this place crowded?
 ",,,choice,이 장소는 붐비나요?,18.0,coarse perception,image scene and topic,"A: yes 네, B: no 아니요",,,
19,,357,,"What color is the building in the foreground?
 ",,,choice,전경에 보이는 건물의 색은 무엇입니까?,19.0,fine-grained perception,recognition,"A: Blue 파란색, B: Grey 회색, C: White 흰색, D: Black 검은색",,,
20,,423,,"What is the shape of the object with an angel face and wings in the image?
 ",,,choice,이미지 속 천사 얼굴과 날개를 가진 물체의 모양은 무엇인가요?,20.0,fine-grained perception,recognition,"A: Egg-shaped 계란 모양, B: Square 정사각형, C: Round 원형, D: Star-shaped 별 모양",,,
21,,250,,"How many bananas are there in the image?
 ",,,choice,이미지에 바나나가 몇 개 있나요?,21.0,fine-grained perception,object counting,"A: 3 삼, B: 2 이, C: 4 사, D: 5 오",,,
22,,129,,"What type of environment is depicted in the picture?
 ",,,choice,사진에 묘사된 환경의 유형은 무엇입니까?,22.0,coarse perception,image scene and topic,"A: home 집, B: shopping mall 쇼핑몰, C: street 거리, D: forest 숲",,,
23,,349,,"Roughly how much of the picture is occupied by the two people on the bench in the picture?
 ",,,choice,그 그림에서 벤치에 앉아 있는 두 사람이 차지하는 부분은 대략 얼마나 됩니까?,23.0,fine-grained perception,recognition,"A: more than 50% 50% 이상, B: less than 30% 30% 미만, C: 0.8 0.8, D: more than 60% 60% 이상",,,
24,,392,,"What is the color of the shirt worn by a man playing the guitar?
 ",,,choice,기타를 연주하는 남자가 입은 셔츠의 색은 무엇입니까?,24.0,fine-grained perception,recognition,"A: Blue 파란색, B: Black 검은색, C: Red 빨간색, D: White 흰색",,,
25,,384,,"What is the color of the man's tie in the image?
 ",,,choice,이미지 속 남자의 넥타이 색상은 무엇입니까?,25.0,fine-grained perception,recognition,"A: Blue 파란색, B: White 흰색, C: Black 검은색, D: Red 빨간색",,,
26,,502,,"What's the function of the demonstrated object?
 ",,,choice,시연된 물체의 기능은 무엇입니까?,26.0,instance reasoning,cross-instance attribute reasoning,"A: baking 굽기, B: heating 가열, C: flavouring 향미 첨가, D: Pick-up 픽업",,,
27,,552,,"What can be the relationship between the two persons in this image?
 ",,,choice,이 이미지 속 두 사람 사이의 관계는 무엇일 수 있나요?,27.0,instance reasoning,cross-instance relation reasoning,"A: Father and daughter 아버지와 딸, B: Mother and son 어머니와 아들, C: Brother and sister 형제자매, D: Husband and wife 남편과 아내",,,
