,qid,category,l2_category,question_en,options,answer_type,question_kr,Unnamed: 0.1,Unnamed: 0,answer,score,index,question_type,image_id,answers,multiple_choice_answer
239,308,fine-grained perception,object counting,How many plants are in the image? ,"A: 1, B: 2, C: 3, D: 4 A: 1, B: 2, C: 3, D: 4",choice,이미지에 식물이 몇 개 있나요?,99.0,99.0,,,,,,,
240,141,coarse perception,image scene and topic,"Which is the main topic of the image
 "," A: A woman surfing 여성이 서핑하는 것, B: A man skiting 남자가 스케이팅을 하는 것, C: A man surfing 남자가 서핑하는 것, D: A woman skiting 여자가 스케이팅을 하는 것",choice,이미지의 주요 주제는 무엇입니까?,,,C,0.769230769230769,,,,,
241,568,instance reasoning,cross-instance relation reasoning,"Which property do these four objects have in common?
 ","A: sticky 끈적한, B: hard 딱딱한, C: stretchy 신축성 있는, D: nan 숫자가 아님",choice,이 네 객체가 공통으로 가지는 속성은 무엇입니까?,,,A,0.0,,,,,
242,14,coarse perception,image emotion,"Which mood does this image convey?
 ","A: Cozy 아늑한, B: Anxious 불안한, C: Happy 행복한, D: Angry 화난",choice,이 이미지는 어떤 분위기를 전달하나요?,,,C,0.162162162162162,,,,,
243,910,logical reasoning,diagram reasoning,"Which continent is highlighted?
 ","A: Europe, B: South America, C: Antarctica, D: Africa A: 유럽, B: 남아메리카, C: 남극, D: 아프리카",choice,강조된 대륙은 어느 대륙입니까?,,,C,0.5,,,,,
244,560,instance reasoning,cross-instance relation reasoning,"Where is the little girl standing in relation to the old woman in the dress in the image?
 ","A: Behind her, 그녀의 뒤에 B: To the right of her, 그녀의 오른쪽에 C: In front of her, 그녀의 앞에 D: To the left of her, 그녀의 왼쪽에",choice,그 꼬마 소녀는 어떤 대상에 대해 어디에 서 있나요?,,,B,0.0909090909090909,,,,,
245,27,coarse perception,image scene and topic,"Can you identify the season in which the picture was taken?
 ","A: spring 봄, B: summer 여름, C: fall 가을, D: winter 겨울",choice,그 그림에서 묘사된 계절을 식별할 수 있나요?,,,D,0.416666666666667,,,,,
246,167,coarse perception,image style & quality,"Which art style is showcased in this image?
 "," A: depth of field, B: pencil, C: vector art, D: Baroque A: 피사계 심도, B: 연필, C: 벡터 아트, D: 바로크",choice,이 이미지에 보여지는 예술 양식은 무엇인가요?,,,B,0.25,,,,,
247,532,instance reasoning,cross-instance relation reasoning,"Based on the image, what is the significance of having two cakes on the table during the couple's celebration with their baby?
 ",A: Having two cakes allows for different cake flavors or designs for their guests. 두 케이크는 손님들을 위해 서로 다른 케이크 맛이나 디자인을 가능하게 한다. B: Having two cakes signifies that the couple is celebrating multiple occasions or milestones. 두 개의 케이크는 커플이 여러 가지 행사나 이정표를 축하하고 있음을 나타낸다. C: Having two cakes indicates a preference for abundance and excess. 두 개의 케이크를 갖는 것은 풍요와 과잉을 선호한다는 것을 나타낸다. D: Having two cakes is a common practice in most celebrations of this nature. 이런 종류의 축하 행사에서 두 개의 케이크를 가지는 것은 일반적인 관행이다.,choice,"이미지를 기반으로, o의 의미는 무엇입니까...",,,B,0.545454545454545,,,,,
248,593,instance reasoning,single-instance reasoning,"The gas shown in this figure:
 ","  A: Is a colorless, odorless gas that is poisonous to humans and animals, B: Forms when fuels like gasoline, coal, and wood are burned without enough oxygen, C: Has a boiling point of -191.5°C, D: None of these options are correct. A: 인간과 동물에게 독성이 있는 무색 무취의 가스이다, B: 가솔린, 석탄, 목재와 같은 연료가 충분한 산소 없이 타고 있을 때 형성된다, C: 끓는점은 -191.5°C이다, D: 이들 중 올바른 것은 없다.",choice,이 그림에 보이는 가스:,,,A,0.0909090909090909,,,,,
249,17,coarse perception,image emotion,"Which mood does this image convey?
 "," A: Sad, B: Anxious, C: Happy, D: Angry A: 슬픈, B: 불안한, C: 행복한, D: 화난",choice,이 이미지는 어떤 분위기를 전달합니까?,,,D,0.189189189189189,,,,,
250,526,instance reasoning,cross-instance attribute reasoning,"Which option describe the object relationship in the image correctly?
 ",A: The sink contains the cat. 싱크대에 고양이가 있다. B: The cat is beside the microwave. 고양이는 전자레인지 옆에 있다. C: The cat is at the edge of the sink. 싱크대의 가장자리에 고양이가 있다. D: The book is beside the cat. 그 책은 고양이 옆에 있다.,choice,다음 중 어떤 옵션이 객체 간의 관계를 설명합니까?,,,A,0.0909090909090909,,,,,
251,142,coarse perception,image scene and topic,"Which is the main topic of the image
 ","A: Driving cars 자동차 운전, B: Driving buses 버스 운전, C: A driving bus 운전 중인 버스, D: A driving car 운전 중인 자동차",choice,이미지의 주요 주제는 무엇입니까?,,,B,0.0833333333333333,,,,,
252,426,fine-grained perception,recognition,"What is the subject of the image?
 "," A: Green exit sign with an arrow pointing to the right, B: Sign of a toilet on the roof of a building, C: Green exit sign with a directional arrow, D: Green exit sign with an arrow pointing to the left A: 오른쪽으로 향하는 화살표가 있는 초록색 출구 표지, B: 건물 옥상에 있는 화장실 표지, C: 방향 화살표가 있는 초록색 출구 표지, D: 왼쪽으로 향하는 화살표가 있는 초록색 출구 표지",choice,이미지의 주제가 무엇입니까?,,,D,0.0833333333333333,,,,,
253,109,coarse perception,image scene and topic,"What is the primary subject in this image?
 ","A: a guitar, B: a man on stage, C: a microphone, D: a concert A: 기타, B: 무대 위의 남자, C: 마이크, D: 콘서트",choice,이 이미지의 주요 주제는 무엇입니까?,,,D,0.153846153846154,,,,,
254,793,logical reasoning,common reasoning,"What is the referee doing in the image?
 ","A: Blowing the whistle 호루라기를 불고 있다, B: Talking to the players 선수들과 대화하고 있다, C: Watching the match from the sideline 측선에서 경기를 지켜보고 있다, D: Scoring the goal 골을 넣고 있다",choice,사진 속 심판은 무엇을 하고 있습니까?,,,C,0.363636363636364,,,,,
255,241,fine-grained perception,object counting,"Based on the image, how many soccer players are on the field?
 ","A: 1 A: 1, B: 2 B: 2, C: 4 C: 4, D: 3 D: 3",choice,이미지에 따르면 축구 선수의 수는 몇 명입니까?,,,C,0.166666666666667,,,,,
256,197,coarse perception,image style & quality,"what style is this painting?
 ","A: ink wash painting, B: watercolor painting, C: gouache painting, D: pen and ink  A: 수묵화, B: 수채화, C: 구아슈 페인팅, D: 펜과 잉크",choice,이 그림의 스타일은 무엇입니까?,,,B,0.166666666666667,,,,,
257,84,coarse perception,image scene and topic,"What is the most frequent color shown in the image?
 ","A: White 흰색, B: Brown 갈색, C: Blue 파란색, D: Green 초록",choice,이미지에 나타난 가장 자주 보이는 색은 무엇입니까?,,,D,0.230769230769231,,,,,
258,335,fine-grained perception,recognition,"Does the image contain any person wearing green clothes?
 ","A: Yes 네, B: Cannot determine from the given information 주어진 정보로는 판단할 수 없습니다, C: No 아니요, D: None of the above 위의 어느 것도 아니다",choice,이미지에 초록색 옷을 입은 사람이 있나요?,,,C,0.666666666666667,,,,,
259,265,fine-grained perception,object counting,"How many dressers are visible in the image?
 ","A: nan 해당 없음, B: Three 세 개, C: Two 두 개, D: One 한 개",choice,그 사진에서 보이는 서랍장은 몇 개입니까?,,,A,0.166666666666667,,,,,
260,921,logical reasoning,diagram reasoning,"Which of these cities is marked on the map?
 "," A: Miami (마이애미), B: Atlanta (애틀랜타), C: Nashville (내슈빌), D: Oklahoma City (오클라호마 시티)",choice,다음 도시들 중 지도에 표시된 도시는 어느 도시입니까?,,,B,0.1,,,,,
261,477,instance reasoning,cross-instance attribute reasoning,"What is the position of the glass of juice relative to the tangerines?
 "," A: Next to the tangerines 귤 옆에, B: Between the tangerines 귤 사이에, C: Behind the tangerines 귤 뒤에, D: Cannot tell 알 수 없음",choice,귤에 비해 주스 한 잔의 위치는 어디에 있나요?,,,B,0.181818181818182,,,,,
262,486,instance reasoning,cross-instance attribute reasoning,"What is the relationship between the people in the image?
 ","A: friends 친구들, B: family 가족, C: commercial 상업적, D: professional 전문적",choice,...에 있는 사람들 사이의 관계는 무엇입니까?,,,D,0.272727272727273,,,,,
263,715,logical reasoning,code & sequence reasoning,"Which Python code can generate the content of the image?
 ","A: tup1 = ('physics', 'chemistry', 1997, 2000) tup2 = (1, 2, 3, 4, 5, 6, 7 ) print \""tup1[0]: \"", tup1[0] print \""tup2[1:5]: \"", tup2[1:5]  tup1의 첫 원소는 'physics'이고 tup2의 슬라이스 tup2[1:5]은 (2, 3, 4, 5)이다. B: tup1 = ('physics', 'chemistry', 1997, 2000) tup2 = (1, 2, 3, 4, 5, 6, 7 ) print \""tup1[0]: \"", tup1[0] print \""tup2[1:5]: \"", tup2[2:5]  tup1의 첫 원소는 'physics'이고 tup2의 슬라이스 tup2[2:5]은 (3, 4, 5)이다. C: tup1 = ('physics', 'chemistry', 1990, 2000) tup2 = (1, 2, 3, 4, 5, 6, 7 ) print \""tup1[0]: \"", tup1[0] print \""tup2[1:5]: \"", tup2[1:5]  tup1의 첫 원소는 'physics'이고 tup2[1:5]의 값은 (2, 3, 4, 5)이다. D: tup1 = ('physics', 'chemistry', 1990, 2000) tup2 = (1, 2, 3, 4, 5, 6, 7 ) print \""tup1[0]: \"", tup1[0] print \""tup2[2:5]: \"", tup2[1:5]  tup1의 첫 원소는 'physics'이고 tup2[2:5]의 값은 (3, 4, 5)이다.",choice,다음 파이썬 코드로 ...의 내용을 생성할 수 있는가?,,,A,0.0,,,,,
264,128,coarse perception,image scene and topic,"What time of day is it in the image?
 "," A: Noon, B: Evening, C: Night, D: Dawn A: 정오, B: 저녁, C: 밤, D: 새벽",choice,이미지 속 시간대는 무엇인가요?,,,D,0.0769230769230769,,,,,
265,156,coarse perception,image scene and topic,"Which option describe the object relationship in the image correctly?
 ","A: The suitcase is on the book. 여행 가방은 책 위에 있다., B: The suitcase is beneath the cat. 여행 가방은 고양이 아래에 있다., C: The suitcase is beneath the bed. 여행 가방은 침대 아래에 있다., D: The suitcase is beneath the book. 여행 가방은 책 아래에 있다.",choice,다음 중 물체 간의 관계를 설명하는 옵션은 무엇입니까?,,,A,0.0,,,,,
266,301,fine-grained perception,object counting,"How many people are visible in the image?
 ","A: Two 두 명, B: One 한 명, C: Three 세 명, D: Four 네 명",choice,이미지에 보이는 사람의 수는 몇 명입니까?,,,D,0.0,,,,,
267,189,coarse perception,image style & quality,"Which image shows the highest sharpness?
 "," A: upper left, B: upper right, C: down left, D: down right A: 왼쪽 위, B: 오른쪽 위, C: 왼쪽 아래, D: 오른쪽 아래",choice,가장 선명한 이미지는 어느 이미지입니까?,,,A,0.230769230769231,,,,,
268,325,fine-grained perception,object counting,"How many white jugs are on the nightstand?
 ","A: 0, B: 3, C: 2, D: 1 A: 0, B: 3, C: 2, D: 1",choice,협탁 위에 흰색 저그가 몇 개 있나요?,,,A,0.25,,,,,
269,413,fine-grained perception,recognition,"What is the most prominent color of the countertop?
 ","A: Gray 회색, B: White 흰색, C: Black 검은색, D: Brown 갈색",choice,카운터의 가장 두드러진 색은 무엇입니까?,,,D,0.0833333333333333,,,,,
270,611,instance reasoning,single-instance reasoning,"What is the material of the cage-like object in this image?
 "," A: Plastic, B: Wire, C: Metal, D: Glass A: 플라스틱, B: 와이어, C: 금속, D: 유리",choice,새장 같은 물체의 재질은 무엇입니까?,,,A,0.0,,,,,
271,641,instance reasoning,single-instance reasoning,"What's the profession of the people in this picture?
 ","A: astronaut, B: chemist, C: violinist, D: pianist A: 우주비행사, B: 화학자, C: 바이올리스트, D: 피아니스트",choice,이 사진에 있는 사람들의 직업은 무엇입니까?,,,C,0.454545454545455,,,,,
272,445,fine-grained perception,recognition,"Which woman has dark hair in the image?
 ","A: Both women, B: The woman standing farther from the teddy bear, C: The woman standing closer to the teddy bear, D: Neither woman A: 두 여성 모두, B: 테디 베어에서 더 멀리에 서 있는 여성, C: 테디 베어에 더 가까이 서 있는 여성, D: 어느 여성도 아니다",choice,사진 속에서 머리카락이 어두운 여성은 누구입니까?,,,A,0.0833333333333333,,,,,
273,917,logical reasoning,diagram reasoning,"Which letter represents the new moon?
 ","A: C (씨), B: J (제이), C: E (이), D: B (비)",choice,신월을 나타내는 문자는 무엇입니까?,,,C,0.2,,,,,
